Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

Normal02.img	Telencephalon_L	454196	10.0000	1090.0000	589.6407	140.9883	
Normal02.img	Telencephalon_R	454416	34.0000	1057.0000	597.5278	141.0009	
Normal02.img	Diencephalon_L	7544	223.0000	690.0000	524.2089	65.1312	
Normal02.img	Diencephalon_R	7474	95.0000	750.0000	528.1417	67.4358	
Normal02.img	Mesencephalon	9749	201.0000	721.0000	548.6459	55.4841	
Normal02.img	Metencephalon	141035	61.0000	703.0000	462.2397	82.6761	
Normal02.img	Myelencephalon	4159	130.0000	521.0000	409.5724	48.4104	
Normal02.img	CSF	84731	24.0000	729.0000	238.7300	115.9285	



Type1-L2 Statistics

Normal02.img	CerebralCortex_L	233211	10.0000	1061.0000	503.7888	123.2696	
Normal02.img	CerebralCortex_R	232442	34.0000	958.0000	508.1304	120.4531	
Normal02.img	CerebralNucli_L	11558	193.0000	689.0000	500.8400	67.8063	
Normal02.img	CerebralNucli_R	11954	83.0000	707.0000	510.0210	70.3615	
Normal02.img	Thalamus_L	5044	250.0000	689.0000	532.5299	50.1449	
Normal02.img	Thalamus_R	5048	129.0000	684.0000	529.7158	56.1506	
Normal02.img	BasalForebrain_L	2500	223.0000	690.0000	507.4194	85.4764	
Normal02.img	BasalForebrain_R	2426	95.0000	750.0000	524.8661	86.2199	
Normal02.img	Mesencephalon_L	4790	287.0000	691.0000	547.5475	49.6143	
Normal02.img	Mesencephalon_R	4960	201.0000	721.0000	549.7067	60.5969	
Normal02.img	Metencephalon_R	70326	61.0000	703.0000	460.7870	82.5852	
Normal02.img	Metencephalon_L	70710	62.0000	685.0000	463.6845	82.7411	
Normal02.img	Myelencephalon_L	1858	130.0000	517.0000	405.2692	52.8613	
Normal02.img	Myelencephalon_R	2302	144.0000	521.0000	413.0454	44.1904	
Normal02.img	WhiteMatter_L	209429	80.0000	1090.0000	690.1423	84.8038	
Normal02.img	WhiteMatter_R	210020	114.0000	1057.0000	701.4499	81.2168	
Normal02.img	Ventricle	28529	32.0000	709.0000	203.0586	122.4614	
Normal02.img	Sulcus_L	29262	24.0000	729.0000	257.2882	107.7381	
Normal02.img	Sulcus_R	26941	29.0000	706.0000	256.3467	108.3888	



Type1-L3 Statistics

Normal02.img	Frontal_L	75354	10.0000	776.0000	475.7284	101.5520	
Normal02.img	Frontal_R	72743	53.0000	811.0000	493.9007	101.7330	
Normal02.img	Parietal_L	37949	67.0000	963.0000	569.9116	115.1492	
Normal02.img	Parietal_R	40643	87.0000	918.0000	573.6689	115.3821	
Normal02.img	Temporal_L	53829	40.0000	923.0000	466.5703	106.3783	
Normal02.img	Temporal_R	53816	45.0000	905.0000	469.3701	112.8807	
Normal02.img	Limbic_L	27454	30.0000	794.0000	456.6513	96.5571	
Normal02.img	Limbic_R	28567	34.0000	805.0000	449.1903	94.4557	
Normal02.img	Occipital_L	33920	66.0000	1061.0000	602.6595	135.1971	
Normal02.img	Occipital_R	31897	64.0000	958.0000	584.6099	126.6245	
Normal02.img	Insula_L	6223	77.0000	639.0000	408.0963	85.2348	
Normal02.img	Insula_R	6606	83.0000	701.0000	436.6660	93.2094	
Normal02.img	BasalGang_L	10042	213.0000	689.0000	514.7788	59.7063	
Normal02.img	BasalGang_R	10127	137.0000	707.0000	527.5116	58.6881	
Normal02.img	Thalamus_L	5044	250.0000	689.0000	532.5299	50.1449	
Normal02.img	Thalamus_R	5048	129.0000	684.0000	529.7158	56.1506	
Normal02.img	BasalForebrain_L	2500	223.0000	690.0000	507.4194	85.4764	
Normal02.img	BasalForebrain_R	2426	95.0000	750.0000	524.8661	86.2199	
Normal02.img	midbrain_L	4790	287.0000	691.0000	547.5475	49.6143	
Normal02.img	midbrain_R	4960	201.0000	721.0000	549.7067	60.5969	
Normal02.img	Cerebellum_R	61521	61.0000	703.0000	456.6470	86.0579	
Normal02.img	Cerebellum_L	62922	62.0000	685.0000	460.0684	85.8138	
Normal02.img	Pons_L	7788	173.0000	637.0000	492.9007	41.2606	
Normal02.img	Pons_R	8805	170.0000	605.0000	489.7149	42.0900	
Normal02.img	Medulla_L	1858	130.0000	517.0000	405.2692	52.8613	
Normal02.img	Medulla_R	2302	144.0000	521.0000	413.0454	44.1904	
Normal02.img	AnteriorWM_L	72612	270.0000	845.0000	670.9689	51.3741	
Normal02.img	AnteriorWM_R	72687	176.0000	864.0000	687.1201	54.5990	
