Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

AD05.img	Telencephalon_L	511103	40.0000	1241.0000	549.8010	176.7289	
AD05.img	Telencephalon_R	535081	37.0000	1001.0000	553.2661	179.5882	
AD05.img	Diencephalon_L	7517	95.0000	770.0000	536.0770	89.3312	
AD05.img	Diencephalon_R	6687	80.0000	750.0000	524.4921	92.5231	
AD05.img	Mesencephalon	9619	162.0000	786.0000	565.0598	74.5980	
AD05.img	Metencephalon	133936	39.0000	880.0000	410.4171	95.3721	
AD05.img	Myelencephalon	4982	102.0000	572.0000	383.6875	72.0914	
AD05.img	CSF	206238	24.0000	728.0000	172.7649	70.9265	



Type1-L2 Statistics

AD05.img	CerebralCortex_L	256692	40.0000	1241.0000	441.3534	161.5996	
AD05.img	CerebralCortex_R	258219	37.0000	977.0000	456.7330	160.1750	
AD05.img	CerebralNucli_L	13237	69.0000	764.0000	493.1266	98.9249	
AD05.img	CerebralNucli_R	19517	64.0000	738.0000	366.3544	184.8207	
AD05.img	Thalamus_L	4732	163.0000	716.0000	536.8556	64.9155	
AD05.img	Thalamus_R	4109	110.0000	716.0000	514.8947	82.9795	
AD05.img	BasalForebrain_L	2786	95.0000	770.0000	534.7546	119.8927	
AD05.img	BasalForebrain_R	2579	80.0000	750.0000	539.7812	104.1549	
AD05.img	Mesencephalon_L	4919	199.0000	781.0000	569.2151	72.0574	
AD05.img	Mesencephalon_R	4701	162.0000	786.0000	560.7124	76.9267	
AD05.img	Metencephalon_R	66602	60.0000	659.0000	398.0285	92.6610	
AD05.img	Metencephalon_L	67335	39.0000	880.0000	422.6708	96.4268	
AD05.img	Myelencephalon_L	2291	102.0000	547.0000	382.4834	76.1528	
AD05.img	Myelencephalon_R	2691	130.0000	572.0000	384.7127	68.4270	
AD05.img	WhiteMatter_L	241175	76.0000	1021.0000	668.3369	105.4210	
AD05.img	WhiteMatter_R	257346	70.0000	1001.0000	664.3017	119.9871	
AD05.img	Ventricle	127338	32.0000	728.0000	157.8902	68.5419	
AD05.img	Sulcus_L	43133	26.0000	641.0000	189.7910	64.2389	
AD05.img	Sulcus_R	35768	24.0000	671.0000	205.1890	71.5265	



Type1-L3 Statistics

AD05.img	Frontal_L	88443	49.0000	938.0000	460.6068	161.6826	
AD05.img	Frontal_R	84948	38.0000	947.0000	498.7351	158.9659	
AD05.img	Parietal_L	38563	75.0000	933.0000	478.7098	177.3376	
AD05.img	Parietal_R	39318	70.0000	922.0000	504.7004	168.0847	
AD05.img	Temporal_L	54604	58.0000	899.0000	415.4512	148.5835	
AD05.img	Temporal_R	56275	45.0000	898.0000	414.5735	145.7352	
AD05.img	Limbic_L	32356	52.0000	1241.0000	398.1764	140.0681	
AD05.img	Limbic_R	35449	56.0000	977.0000	401.4247	135.7832	
AD05.img	Occipital_L	36483	68.0000	912.0000	445.5946	164.4056	
AD05.img	Occipital_R	36145	37.0000	901.0000	433.8964	157.8780	
AD05.img	Insula_L	8085	40.0000	677.0000	383.4250	136.3582	
AD05.img	Insula_R	7810	40.0000	712.0000	415.6319	135.6678	
AD05.img	BasalGang_L	11397	69.0000	764.0000	499.8637	101.1442	
AD05.img	BasalGang_R	17793	64.0000	738.0000	359.0306	191.0426	
AD05.img	Thalamus_L	4732	163.0000	716.0000	536.8556	64.9155	
AD05.img	Thalamus_R	4109	110.0000	716.0000	514.8947	82.9795	
AD05.img	BasalForebrain_L	2786	95.0000	770.0000	534.7546	119.8927	
AD05.img	BasalForebrain_R	2579	80.0000	750.0000	539.7812	104.1549	
AD05.img	midbrain_L	4919	199.0000	781.0000	569.2151	72.0574	
AD05.img	midbrain_R	4701	162.0000	786.0000	560.7124	76.9267	
AD05.img	Cerebellum_R	58303	60.0000	616.0000	383.4425	87.7858	
AD05.img	Cerebellum_L	59498	39.0000	880.0000	411.2814	95.0092	
AD05.img	Pons_L	7838	163.0000	653.0000	509.1328	53.8312	
AD05.img	Pons_R	8300	148.0000	659.0000	500.4940	52.6519	
AD05.img	Medulla_L	2291	102.0000	547.0000	382.4834	76.1528	
AD05.img	Medulla_R	2691	130.0000	572.0000	384.7127	68.4270	
AD05.img	AnteriorWM_L	88215	107.0000	1021.0000	685.0884	101.0077	
AD05.img	AnteriorWM_R	98584	94.0000	1001.0000	677.6256	128.0057	
AD05.img	PosteriorWM_L	67053	80.0000	968.0000	692.4544	109.1530	
